budget,revenue,popularity,runtime,vote_average,title,genres
106797503,221057495,22.3346,138,8.81,Movie 321,"[{""id"": 53, ""name"": ""Thriller""}]"
158725830,346936493,34.2647,117,8.6,Movie 322,"[{""id"": 12, ""name"": ""Adventure""}]"
144623362,264834731,47.1026,148,8.22,Movie 323,"[{""id"": 16, ""name"": ""Animation""}]"
141071312,324965549,77.5647,166,5.53,Movie 324,"[{""id"": 53, ""name"": ""Thriller""}]"
25947744,22138488,91.5816,171,7.15,Movie 325,"[{""id"": 35, ""name"": ""Comedy""}]"
183708911,189212136,19.7248,177,8.42,Movie 326,"[{""id"": 10749, ""name"": ""Romance""}]"
38856186,50758610,69.8668,94,5.49,Movie 328,"[{""id"": 10749, ""name"": ""Romance""}]"
49673237,27679644,61.4663,175,3.67,Movie 329,"[{""id"": 12, ""name"": ""Adventure""}]"
2983509,3159643,6.497,127,6.46,Movie 331,"[{""id"": 35, ""name"": ""Comedy""}]"
118556893,343021514,57.278,174,6.86,Movie 332,"[{""id"": 27, ""name"": ""Horror""}]"
153516645,296686816,65.5001,98,8.1,Movie 333,"[{""id"": 16, ""name"": ""Animation""}]"
178780965,506276737,21.8674,88,4.76,Movie 334,"[{""id"": 53, ""name"": ""Thriller""}]"
78729132,152569844,56.0892,143,4,Movie 335,"[{""id"": 28, ""name"": ""Action""}]"
74214389,126044686,85.7928,172,5.27,Movie 336,"[{""id"": 27, ""name"": ""Horror""}]"
134568263,172828607,83.6715,133,5.12,Movie 337,"[{""id"": 35, ""name"": ""Comedy""}]"
27365210,55166275,92.8082,130,3.79,Movie 338,"[{""id"": 10749, ""name"": ""Romance""}]"
193463073,164055730,37.2227,118,7.03,Movie 339,"[{""id"": 16, ""name"": ""Animation""}]"
162398036,445888828,32.4869,83,6.05,Movie 340,"[{""id"": 12, ""name"": ""Adventure""}]"
12326237,31719487,75.1932,82,7.33,Movie 341,"[{""id"": 878, ""name"": ""Science Fiction""}]"
87343264,113007214,43.6801,143,5.12,Movie 342,"[{""id"": 878, ""name"": ""Science Fiction""}]"
62864219,181174290,9.6673,108,4.95,Movie 343,"[{""id"": 10749, ""name"": ""Romance""}]"
189652398,486079459,28.9973,90,5.84,Movie 344,"[{""id"": 27, ""name"": ""Horror""}]"
34255876,74190253,42.4396,176,8.26,Movie 345,"[{""id"": 18, ""name"": ""Drama""}]"
184331835,148277408,29.9591,137,3.24,Movie 346,"[{""id"": 16, ""name"": ""Animation""}]"
151118204,256233768,33.8884,154,7.83,Movie 347,"[{""id"": 878, ""name"": ""Science Fiction""}]"
133166290,235074308,30.0838,106,5.21,Movie 348,"[{""id"": 16, ""name"": ""Animation""}]"
41820227,45223489,5.1084,176,8.13,Movie 349,"[{""id"": 53, ""name"": ""Thriller""}]"
105436258,73796258,64.0724,100,7.81,Movie 350,"[{""id"": 12, ""name"": ""Adventure""}]"
80688895,197026876,60.1319,118,5.09,Movie 351,"[{""id"": 878, ""name"": ""Science Fiction""}]"
88927856,71594716,65.685,174,7.16,Movie 352,"[{""id"": 27, ""name"": ""Horror""}]"
188276799,373866299,20.0387,125,3.96,Movie 353,"[{""id"": 878, ""name"": ""Science Fiction""}]"
13707035,38943371,30.2698,145,8.38,Movie 354,"[{""id"": 53, ""name"": ""Thriller""}]"
71560220,85470207,60.3631,115,5.73,Movie 356,"[{""id"": 35, ""name"": ""Comedy""}]"
127960685,336360219,51.1267,154,7.23,Movie 357,"[{""id"": 18, ""name"": ""Drama""}]"
172216244,86251279,35.6909,161,7.93,Movie 358,"[{""id"": 18, ""name"": ""Drama""}]"
37481541,20398186,91.3802,144,4.42,Movie 359,"[{""id"": 878, ""name"": ""Science Fiction""}]"
67385640,135201396,34.6373,142,6.97,Movie 360,"[{""id"": 18, ""name"": ""Drama""}]"
67880548,95847031,46.1063,178,5.35,Movie 361,"[{""id"": 27, ""name"": ""Horror""}]"
79384476,116389716,68.1333,114,5.21,Movie 362,"[{""id"": 10749, ""name"": ""Romance""}]"
126218996,241217467,54.7591,110,7.14,Movie 363,"[{""id"": 18, ""name"": ""Drama""}]"
43058334,42173749,35.3417,107,5.32,Movie 364,"[{""id"": 28, ""name"": ""Action""}]"
113184418,116510724,44.1288,80,5.08,Movie 365,"[{""id"": 12, ""name"": ""Adventure""}]"
184960251,316560203,79.6536,104,8.02,Movie 366,"[{""id"": 35, ""name"": ""Comedy""}]"
174986784,417454397,28.5348,122,3.61,Movie 367,"[{""id"": 53, ""name"": ""Thriller""}]"
56174259,115086697,15.0833,163,7.06,Movie 368,"[{""id"": 878, ""name"": ""Science Fiction""}]"
191906558,238614238,32.0032,146,4.49,Movie 369,"[{""id"": 28, ""name"": ""Action""}]"
44369428,69919250,85.1039,142,3.09,Movie 370,"[{""id"": 27, ""name"": ""Horror""}]"
15650271,14502509,9.81,130,4,Movie 371,"[{""id"": 10749, ""name"": ""Romance""}]"
166943254,114618987,99.1779,81,6.64,Movie 372,"[{""id"": 18, ""name"": ""Drama""}]"
80348896,197396354,54.5593,161,7.25,Movie 373,"[{""id"": 28, ""name"": ""Action""}]"
19992383,23260508,98.4997,143,3.13,Movie 374,"[{""id"": 878, ""name"": ""Science Fiction""}]"
192094911,181417501,93.9606,153,3.22,Movie 375,"[{""id"": 28, ""name"": ""Action""}]"
85574185,190748721,45.8286,148,8.42,Movie 376,"[{""id"": 12, ""name"": ""Adventure""}]"
137206901,280605837,20.6506,88,3.44,Movie 377,"[{""id"": 10749, ""name"": ""Romance""}]"
37635193,78393130,17.3236,81,8.37,Movie 378,"[{""id"": 16, ""name"": ""Animation""}]"
33474983,35893099,24.7589,113,4.37,Movie 379,"[{""id"": 53, ""name"": ""Thriller""}]"
34999533,37855979,71.3031,139,7.44,Movie 380,"[{""id"": 53, ""name"": ""Thriller""}]"
149934423,157731998,28.022,140,4.86,Movie 381,"[{""id"": 27, ""name"": ""Horror""}]"
92992689,86890647,34.8011,110,8.15,Movie 382,"[{""id"": 12, ""name"": ""Adventure""}]"
199184878,426118038,45.4291,89,7.2,Movie 383,"[{""id"": 28, ""name"": ""Action""}]"
199198934,521909117,91.41,155,5.41,Movie 384,"[{""id"": 27, ""name"": ""Horror""}]"
65785345,152016359,19.7499,115,3.46,Movie 385,"[{""id"": 27, ""name"": ""Horror""}]"
18882750,46833640,1.4976,164,7.4,Movie 386,"[{""id"": 878, ""name"": ""Science Fiction""}]"
79725274,120544301,6.9495,128,6.7,Movie 387,"[{""id"": 10749, ""name"": ""Romance""}]"
11192257,15507886,65.1041,128,3.06,Movie 389,"[{""id"": 28, ""name"": ""Action""}]"
44167705,80109685,28.031,82,7.85,Movie 390,"[{""id"": 53, ""name"": ""Thriller""}]"
156348071,266430733,18.5421,153,4.56,Movie 391,"[{""id"": 12, ""name"": ""Adventure""}]"
41869792,39450465,30.1324,84,6.82,Movie 392,"[{""id"": 12, ""name"": ""Adventure""}]"
50913224,74725181,12.3649,169,5.73,Movie 393,"[{""id"": 16, ""name"": ""Animation""}]"
65356138,190157323,94.2118,140,8.18,Movie 394,"[{""id"": 16, ""name"": ""Animation""}]"
92959541,104249537,78.6364,164,8.5,Movie 395,"[{""id"": 35, ""name"": ""Comedy""}]"
188225564,157075991,46.7767,169,8.98,Movie 396,"[{""id"": 27, ""name"": ""Horror""}]"
193332313,298979055,86.6313,105,3.92,Movie 397,"[{""id"": 16, ""name"": ""Animation""}]"
27658609,68478410,25.6964,151,8.18,Movie 398,"[{""id"": 878, ""name"": ""Science Fiction""}]"
165241932,323109211,71.9949,84,4.6,Movie 399,"[{""id"": 53, ""name"": ""Thriller""}]"
83008891,182821858,85.7571,94,6.54,Movie 400,"[{""id"": 18, ""name"": ""Drama""}]"
49715257,48434448,36.3201,95,6.03,Movie 401,"[{""id"": 10749, ""name"": ""Romance""}]"
23268806,47639866,75.989,80,3.11,Movie 402,"[{""id"": 53, ""name"": ""Thriller""}]"
7512440,9831913,30.2122,95,8.6,Movie 403,"[{""id"": 27, ""name"": ""Horror""}]"
13431395,34730342,30.5869,116,3.47,Movie 404,"[{""id"": 16, ""name"": ""Animation""}]"
30093907,62392102,11.5987,82,7.13,Movie 405,"[{""id"": 10749, ""name"": ""Romance""}]"
108219264,107909832,44.5657,131,7.71,Movie 406,"[{""id"": 18, ""name"": ""Drama""}]"
37253447,24644708,73.2415,126,7.77,Movie 407,"[{""id"": 28, ""name"": ""Action""}]"
63134783,38296487,94.0819,174,3.81,Movie 408,"[{""id"": 53, ""name"": ""Thriller""}]"
94560813,135082146,60.7759,92,5.69,Movie 409,"[{""id"": 16, ""name"": ""Animation""}]"
197678031,230221338,86.4504,159,7.98,Movie 410,"[{""id"": 18, ""name"": ""Drama""}]"
65447435,138436070,82.427,134,4.82,Movie 411,"[{""id"": 12, ""name"": ""Adventure""}]"
50895282,88981981,18.161,100,5.81,Movie 412,"[{""id"": 10749, ""name"": ""Romance""}]"
110500886,128738857,49.0959,145,4.64,Movie 413,"[{""id"": 53, ""name"": ""Thriller""}]"
119613134,104433562,12.5754,133,5.78,Movie 414,"[{""id"": 16, ""name"": ""Animation""}]"
3503771,2866082,68.5332,106,8.33,Movie 415,"[{""id"": 28, ""name"": ""Action""}]"
71286689,189740285,95.0401,117,5.73,Movie 416,"[{""id"": 53, ""name"": ""Thriller""}]"
136213889,151019646,14.5719,169,6.34,Movie 417,"[{""id"": 10749, ""name"": ""Romance""}]"
5183839,11037827,73.6544,137,5.42,Movie 418,"[{""id"": 27, ""name"": ""Horror""}]"
68775190,173775291,63.5916,141,5.76,Movie 419,"[{""id"": 10749, ""name"": ""Romance""}]"
155370901,316211367,58.7769,125,3.09,Movie 420,"[{""id"": 12, ""name"": ""Adventure""}]"
68227698,180729241,39.6219,168,4.7,Movie 421,"[{""id"": 28, ""name"": ""Action""}]"
130027769,375852479,5.4797,151,6.8,Movie 423,"[{""id"": 35, ""name"": ""Comedy""}]"
184157310,153377719,22.573,87,5.7,Movie 424,"[{""id"": 18, ""name"": ""Drama""}]"
191442685,144610793,2.5025,176,5.03,Movie 425,"[{""id"": 27, ""name"": ""Horror""}]"
114531029,327224066,11.4795,143,4.45,Movie 427,"[{""id"": 878, ""name"": ""Science Fiction""}]"
122690425,309450851,87.4289,100,8.55,Movie 428,"[{""id"": 10749, ""name"": ""Romance""}]"
131997589,91215897,52.7912,151,6.13,Movie 429,"[{""id"": 28, ""name"": ""Action""}]"
2079600,2492232,70.2693,142,3.08,Movie 430,"[{""id"": 28, ""name"": ""Action""}]"
161409267,456109856,41.6749,164,3.12,Movie 431,"[{""id"": 878, ""name"": ""Science Fiction""}]"
167793897,190051100,56.4974,143,8.84,Movie 432,"[{""id"": 35, ""name"": ""Comedy""}]"
44381573,108864716,94.3233,99,4.33,Movie 433,"[{""id"": 878, ""name"": ""Science Fiction""}]"
160267818,410739250,9.1907,87,7.83,Movie 434,"[{""id"": 27, ""name"": ""Horror""}]"
9849851,17125248,26.1398,137,3.35,Movie 435,"[{""id"": 35, ""name"": ""Comedy""}]"
61779108,90560281,78.2188,125,8.53,Movie 436,"[{""id"": 53, ""name"": ""Thriller""}]"
96534048,156897857,10.775,110,8.25,Movie 437,"[{""id"": 28, ""name"": ""Action""}]"
67009351,71526567,8.4904,172,6.43,Movie 438,"[{""id"": 12, ""name"": ""Adventure""}]"
86871668,236593014,36.7926,88,3.05,Movie 439,"[{""id"": 28, ""name"": ""Action""}]"
93526139,152124861,10.1246,94,4.55,Movie 440,"[{""id"": 878, ""name"": ""Science Fiction""}]"
122637867,331876292,58.9228,173,5.44,Movie 441,"[{""id"": 16, ""name"": ""Animation""}]"
120193195,91855690,23.4012,105,5.76,Movie 442,"[{""id"": 18, ""name"": ""Drama""}]"
85890726,255154564,89.6741,89,4.79,Movie 443,"[{""id"": 35, ""name"": ""Comedy""}]"
99129091,159417691,78.5665,108,3.2,Movie 444,"[{""id"": 878, ""name"": ""Science Fiction""}]"
127800645,79182346,70.2708,159,6.54,Movie 445,"[{""id"": 878, ""name"": ""Science Fiction""}]"
30549535,18178641,62.0775,115,6.14,Movie 446,"[{""id"": 18, ""name"": ""Drama""}]"
135667123,320923040,86.4831,163,4.7,Movie 447,"[{""id"": 27, ""name"": ""Horror""}]"
157138845,337469629,23.0831,116,3.23,Movie 448,"[{""id"": 18, ""name"": ""Drama""}]"
52592034,40149749,79.1597,150,5.89,Movie 450,"[{""id"": 28, ""name"": ""Action""}]"
54386038,32029415,75.0679,102,7.54,Movie 451,"[{""id"": 10749, ""name"": ""Romance""}]"
166748531,244951604,25.3782,172,3.26,Movie 453,"[{""id"": 12, ""name"": ""Adventure""}]"
34266319,56706212,42.9312,159,4.86,Movie 454,"[{""id"": 878, ""name"": ""Science Fiction""}]"
165720908,493677782,79.5635,107,4.92,Movie 455,"[{""id"": 878, ""name"": ""Science Fiction""}]"
138597297,405656948,4.1461,127,8.03,Movie 456,"[{""id"": 27, ""name"": ""Horror""}]"
71009467,202788017,78.423,117,6.93,Movie 457,"[{""id"": 53, ""name"": ""Thriller""}]"
117372585,288690395,24.767,110,4.65,Movie 458,"[{""id"": 878, ""name"": ""Science Fiction""}]"
45910237,63682245,15.2866,93,8.81,Movie 459,"[{""id"": 16, ""name"": ""Animation""}]"
177383634,271455022,12.4544,176,4.93,Movie 460,"[{""id"": 12, ""name"": ""Adventure""}]"
103310007,266161304,52.8351,170,8.98,Movie 462,"[{""id"": 10749, ""name"": ""Romance""}]"
90473854,60778713,22.6077,167,4.15,Movie 463,"[{""id"": 35, ""name"": ""Comedy""}]"
7319707,11424175,98.9537,156,4.88,Movie 464,"[{""id"": 12, ""name"": ""Adventure""}]"
69532150,49127534,57.8692,169,5.92,Movie 465,"[{""id"": 10749, ""name"": ""Romance""}]"
4695961,8390010,14.6506,108,6.98,Movie 466,"[{""id"": 878, ""name"": ""Science Fiction""}]"
109880612,301869737,69.1875,130,6.17,Movie 467,"[{""id"": 53, ""name"": ""Thriller""}]"
109011636,267755722,89.8766,128,8.82,Movie 468,"[{""id"": 12, ""name"": ""Adventure""}]"
79911293,85473601,74.7728,122,7.34,Movie 469,"[{""id"": 10749, ""name"": ""Romance""}]"
101846358,299425962,8.5675,171,4.27,Movie 470,"[{""id"": 28, ""name"": ""Action""}]"
37396424,81089508,89.6925,171,3.63,Movie 471,"[{""id"": 53, ""name"": ""Thriller""}]"
5294539,2785294,79.599,151,7.13,Movie 472,"[{""id"": 27, ""name"": ""Horror""}]"
146826804,167167266,16.6721,166,3.95,Movie 473,"[{""id"": 28, ""name"": ""Action""}]"
173716665,200083944,6.1268,172,7.73,Movie 474,"[{""id"": 35, ""name"": ""Comedy""}]"
21840174,63327032,16.4475,121,4.96,Movie 476,"[{""id"": 878, ""name"": ""Science Fiction""}]"
2043233,3464584,83.6245,86,3.06,Movie 477,"[{""id"": 28, ""name"": ""Action""}]"
135747253,371884553,36.4751,121,7.21,Movie 478,"[{""id"": 35, ""name"": ""Comedy""}]"
117376111,153239062,91.3764,115,3.68,Movie 479,"[{""id"": 53, ""name"": ""Thriller""}]"
152171559,123728248,57.0031,106,7.64,Movie 480,"[{""id"": 53, ""name"": ""Thriller""}]"
129565108,218426077,19.0846,137,5.95,Movie 481,"[{""id"": 12, ""name"": ""Adventure""}]"
57996736,45521150,14.8203,125,7.71,Movie 482,"[{""id"": 16, ""name"": ""Animation""}]"
75583311,129628307,58.0708,145,6.5,Movie 483,"[{""id"": 35, ""name"": ""Comedy""}]"
72709884,203641695,76.4265,104,3.49,Movie 484,"[{""id"": 12, ""name"": ""Adventure""}]"
138917119,250317584,78.3691,152,7.59,Movie 485,"[{""id"": 878, ""name"": ""Science Fiction""}]"
192555830,171682025,21.2204,80,5.87,Movie 487,"[{""id"": 53, ""name"": ""Thriller""}]"
16192217,9866550,2.6589,166,4.03,Movie 488,"[{""id"": 16, ""name"": ""Animation""}]"
187713743,145857314,68.2407,153,7.51,Movie 489,"[{""id"": 28, ""name"": ""Action""}]"
145510386,290486594,8.5803,121,8.47,Movie 490,"[{""id"": 878, ""name"": ""Science Fiction""}]"
34698788,25591371,42.6554,131,6.32,Movie 491,"[{""id"": 18, ""name"": ""Drama""}]"
62819576,90459072,60.5665,104,6.16,Movie 492,"[{""id"": 35, ""name"": ""Comedy""}]"
126838555,186659675,31.8684,146,3.03,Movie 494,"[{""id"": 878, ""name"": ""Science Fiction""}]"
198579844,180550681,25.7274,85,8.51,Movie 495,"[{""id"": 35, ""name"": ""Comedy""}]"
136965742,162232944,65.7619,137,4.18,Movie 496,"[{""id"": 12, ""name"": ""Adventure""}]"
175928880,496259099,62.3047,149,8.9,Movie 497,"[{""id"": 28, ""name"": ""Action""}]"
185514285,406268063,33.8789,132,7.42,Movie 498,"[{""id"": 27, ""name"": ""Horror""}]"
181433853,315716603,92.8821,145,7.65,Movie 499,"[{""id"": 10749, ""name"": ""Romance""}]"
70397491,37436486,84.6414,137,6.94,Movie 500,"[{""id"": 10749, ""name"": ""Romance""}]"
158512907,472533078,23.1743,161,5.83,Movie 501,"[{""id"": 27, ""name"": ""Horror""}]"
74706383,162758115,24.6751,166,6.43,Movie 502,"[{""id"": 53, ""name"": ""Thriller""}]"
152759065,197411485,51.7177,81,3.28,Movie 503,"[{""id"": 878, ""name"": ""Science Fiction""}]"
58399769,157572601,77.5836,155,6.74,Movie 504,"[{""id"": 27, ""name"": ""Horror""}]"
155497574,178212512,5.36,101,6.76,Movie 505,"[{""id"": 878, ""name"": ""Science Fiction""}]"
146188451,271916578,69.6402,116,8.35,Movie 506,"[{""id"": 27, ""name"": ""Horror""}]"
117710653,246036088,65.1754,99,6.03,Movie 507,"[{""id"": 27, ""name"": ""Horror""}]"
107402148,113057776,23.9165,103,3.46,Movie 508,"[{""id"": 12, ""name"": ""Adventure""}]"
101952086,300350151,68.4539,163,4.84,Movie 509,"[{""id"": 12, ""name"": ""Adventure""}]"
51018037,120937224,94.0781,144,6.93,Movie 510,"[{""id"": 28, ""name"": ""Action""}]"
51166883,48684598,32.6456,160,4.68,Movie 512,"[{""id"": 53, ""name"": ""Thriller""}]"
195579233,124123483,44.3795,80,7.92,Movie 513,"[{""id"": 27, ""name"": ""Horror""}]"
47787763,62131240,90.0268,173,6.51,Movie 514,"[{""id"": 35, ""name"": ""Comedy""}]"
66732489,159021408,96.2639,82,6.05,Movie 515,"[{""id"": 12, ""name"": ""Adventure""}]"
4693305,5506787,44.9674,125,4.91,Movie 516,"[{""id"": 16, ""name"": ""Animation""}]"
14470137,26753699,75.2528,134,7.39,Movie 517,"[{""id"": 18, ""name"": ""Drama""}]"
189934912,146223155,54.2405,167,7.42,Movie 519,"[{""id"": 35, ""name"": ""Comedy""}]"
170124855,376527991,28.5319,165,3.42,Movie 520,"[{""id"": 53, ""name"": ""Thriller""}]"
145713028,106323477,22.4787,143,8.19,Movie 521,"[{""id"": 18, ""name"": ""Drama""}]"
163927107,477490869,29.5125,124,6,Movie 522,"[{""id"": 18, ""name"": ""Drama""}]"
35654999,61361730,56.0765,105,5.63,Movie 523,"[{""id"": 27, ""name"": ""Horror""}]"
28451727,24943352,3.8864,156,6.67,Movie 524,"[{""id"": 878, ""name"": ""Science Fiction""}]"
75815222,102802339,90.8176,144,6.75,Movie 525,"[{""id"": 878, ""name"": ""Science Fiction""}]"
29997889,46002996,16.4721,103,3.79,Movie 526,"[{""id"": 53, ""name"": ""Thriller""}]"
49978079,101448066,71.3014,103,8.43,Movie 529,"[{""id"": 18, ""name"": ""Drama""}]"
12726298,9733413,10.4772,107,7.91,Movie 530,"[{""id"": 27, ""name"": ""Horror""}]"
57564401,42274852,96.8988,159,7.85,Movie 532,"[{""id"": 16, ""name"": ""Animation""}]"
47673570,92626502,26.972,95,5.14,Movie 533,"[{""id"": 35, ""name"": ""Comedy""}]"
79547323,214208698,31.992,138,3.61,Movie 534,"[{""id"": 10749, ""name"": ""Romance""}]"
16033888,25405716,83.8134,160,8.77,Movie 535,"[{""id"": 878, ""name"": ""Science Fiction""}]"
196922610,373189182,46.9967,158,5.74,Movie 537,"[{""id"": 28, ""name"": ""Action""}]"
35958762,90953392,38.5821,95,5.39,Movie 538,"[{""id"": 28, ""name"": ""Action""}]"
18028708,42444629,32.3421,94,4.95,Movie 539,"[{""id"": 878, ""name"": ""Science Fiction""}]"
5035851,13615062,29.2843,177,8.89,Movie 540,"[{""id"": 28, ""name"": ""Action""}]"
48685442,58167187,10.046,90,3.81,Movie 541,"[{""id"": 12, ""name"": ""Adventure""}]"
35045504,34515779,32.1678,144,4.89,Movie 542,"[{""id"": 12, ""name"": ""Adventure""}]"
102750176,277378334,5.2622,158,5.91,Movie 543,"[{""id"": 28, ""name"": ""Action""}]"
114751207,246015202,78.3154,169,5.87,Movie 544,"[{""id"": 12, ""name"": ""Adventure""}]"
131355017,167782695,40.4246,147,5.83,Movie 545,"[{""id"": 12, ""name"": ""Adventure""}]"
83396202,196470620,44.9465,122,4.05,Movie 546,"[{""id"": 878, ""name"": ""Science Fiction""}]"
36610155,92909103,89.4659,148,3.87,Movie 547,"[{""id"": 12, ""name"": ""Adventure""}]"
103912284,211715625,66.1474,178,4.53,Movie 548,"[{""id"": 16, ""name"": ""Animation""}]"
30469068,67632503,1.7979,92,8.49,Movie 549,"[{""id"": 878, ""name"": ""Science Fiction""}]"
117346891,168762403,94.3743,89,3.68,Movie 550,"[{""id"": 28, ""name"": ""Action""}]"
165402782,305455796,24.4773,154,7.54,Movie 551,"[{""id"": 10749, ""name"": ""Romance""}]"
10702701,19376147,11.6538,161,7.55,Movie 552,"[{""id"": 53, ""name"": ""Thriller""}]"
79262145,207676289,77.0447,177,7.86,Movie 553,"[{""id"": 28, ""name"": ""Action""}]"
168345404,437682891,50.5473,120,8.32,Movie 554,"[{""id"": 27, ""name"": ""Horror""}]"
138193970,356775534,43.9433,129,4.58,Movie 555,"[{""id"": 28, ""name"": ""Action""}]"
104312086,55032869,25.7008,166,4.35,Movie 556,"[{""id"": 53, ""name"": ""Thriller""}]"
38317456,90960418,55.1997,150,5.79,Movie 557,"[{""id"": 28, ""name"": ""Action""}]"
132952729,318646605,28.1641,138,4.59,Movie 558,"[{""id"": 10749, ""name"": ""Romance""}]"
28812615,63270977,90.2567,118,7.41,Movie 559,"[{""id"": 16, ""name"": ""Animation""}]"
45653148,109141229,22.3052,82,6.82,Movie 560,"[{""id"": 10749, ""name"": ""Romance""}]"
140050905,364822233,88.5512,155,8.25,Movie 561,"[{""id"": 35, ""name"": ""Comedy""}]"
100952217,169175486,56.3811,86,3.5,Movie 562,"[{""id"": 27, ""name"": ""Horror""}]"
121794109,213763950,83.0203,128,8.49,Movie 563,"[{""id"": 18, ""name"": ""Drama""}]"
9454561,7675072,71.5718,105,4.76,Movie 564,"[{""id"": 35, ""name"": ""Comedy""}]"
46932658,68683115,69.9728,112,5.94,Movie 565,"[{""id"": 16, ""name"": ""Animation""}]"
24151417,59195109,24.1558,158,7.56,Movie 567,"[{""id"": 27, ""name"": ""Horror""}]"
40673332,42423210,21.8777,81,5.52,Movie 568,"[{""id"": 28, ""name"": ""Action""}]"
154917041,130836309,85.862,150,8.66,Movie 569,"[{""id"": 28, ""name"": ""Action""}]"
17934380,38695308,82.2223,111,8.42,Movie 570,"[{""id"": 27, ""name"": ""Horror""}]"
11617244,5863219,44.6168,83,8.23,Movie 571,"[{""id"": 878, ""name"": ""Science Fiction""}]"
169303991,160149971,14.1081,99,3.43,Movie 572,"[{""id"": 10749, ""name"": ""Romance""}]"
185451800,106204249,38.843,115,8.13,Movie 573,"[{""id"": 878, ""name"": ""Science Fiction""}]"
130195004,119416523,62.315,111,7.69,Movie 574,"[{""id"": 18, ""name"": ""Drama""}]"
138587448,132115164,45.9859,107,3.62,Movie 575,"[{""id"": 35, ""name"": ""Comedy""}]"
3640328,5348311,78.2387,156,3.64,Movie 576,"[{""id"": 53, ""name"": ""Thriller""}]"
26856919,40441626,99.7647,80,3.61,Movie 577,"[{""id"": 27, ""name"": ""Horror""}]"
58658082,157535440,19.9221,139,3.07,Movie 578,"[{""id"": 16, ""name"": ""Animation""}]"
190613154,338390629,46.5054,135,6.29,Movie 579,"[{""id"": 18, ""name"": ""Drama""}]"
162566703,375287170,43.6674,114,8.84,Movie 580,"[{""id"": 12, ""name"": ""Adventure""}]"
12552291,9544051,31.1448,109,5.63,Movie 581,"[{""id"": 35, ""name"": ""Comedy""}]"
114442790,258338416,7.5035,115,8.81,Movie 583,"[{""id"": 53, ""name"": ""Thriller""}]"
78498463,49611805,88.8248,134,4.53,Movie 584,"[{""id"": 10749, ""name"": ""Romance""}]"
122562775,210378286,42.565,168,8.15,Movie 585,"[{""id"": 35, ""name"": ""Comedy""}]"
198193764,396074860,50.1927,159,6.28,Movie 586,"[{""id"": 16, ""name"": ""Animation""}]"
4741196,9507824,91.7773,137,6.42,Movie 587,"[{""id"": 16, ""name"": ""Animation""}]"
20511512,11431722,77.8528,162,5.06,Movie 588,"[{""id"": 12, ""name"": ""Adventure""}]"
175478184,229046411,13.9196,144,6.37,Movie 589,"[{""id"": 16, ""name"": ""Animation""}]"
12720477,26601400,56.9766,148,3.44,Movie 590,"[{""id"": 35, ""name"": ""Comedy""}]"
119338832,104123052,44.783,130,7.59,Movie 591,"[{""id"": 16, ""name"": ""Animation""}]"
148435376,332278396,79.9239,101,4.71,Movie 592,"[{""id"": 35, ""name"": ""Comedy""}]"
60946863,180093285,69.3502,132,5.21,Movie 594,"[{""id"": 18, ""name"": ""Drama""}]"
63784216,65353625,34.7139,179,3.86,Movie 595,"[{""id"": 12, ""name"": ""Adventure""}]"
33425301,85663252,80.6914,115,7.18,Movie 596,"[{""id"": 35, ""name"": ""Comedy""}]"
89146618,160530009,6.1867,147,3.99,Movie 597,"[{""id"": 27, ""name"": ""Horror""}]"
161996370,232247147,16.8029,115,7.52,Movie 598,"[{""id"": 10749, ""name"": ""Romance""}]"
61995760,49964980,34.2267,131,8.81,Movie 599,"[{""id"": 12, ""name"": ""Adventure""}]"
47547339,111202005,8.6039,132,7.68,Movie 600,"[{""id"": 18, ""name"": ""Drama""}]"
131489576,187840091,83.1849,129,6.6,Movie 602,"[{""id"": 18, ""name"": ""Drama""}]"
124637835,312020511,31.1556,120,7.95,Movie 604,"[{""id"": 12, ""name"": ""Adventure""}]"
183128904,442525742,27.1871,97,3.34,Movie 605,"[{""id"": 27, ""name"": ""Horror""}]"
83896667,104754114,28.4942,145,6.21,Movie 607,"[{""id"": 28, ""name"": ""Action""}]"
54953229,51309840,4.5571,100,4.01,Movie 608,"[{""id"": 35, ""name"": ""Comedy""}]"
57294783,119968581,92.7647,179,4.93,Movie 609,"[{""id"": 53, ""name"": ""Thriller""}]"
194363507,338273349,22.1561,123,5.64,Movie 610,"[{""id"": 53, ""name"": ""Thriller""}]"
47977874,45369372,42.5804,126,8,Movie 611,"[{""id"": 35, ""name"": ""Comedy""}]"
30365614,67253099,1.959,118,8.58,Movie 612,"[{""id"": 18, ""name"": ""Drama""}]"
90268367,268802594,85.9376,108,6.77,Movie 613,"[{""id"": 12, ""name"": ""Adventure""}]"
126430852,297108199,94.7288,169,4.52,Movie 615,"[{""id"": 18, ""name"": ""Drama""}]"
186588834,536588788,78.3799,164,8.89,Movie 616,"[{""id"": 53, ""name"": ""Thriller""}]"
172544971,173811609,32.0569,96,8.9,Movie 617,"[{""id"": 12, ""name"": ""Adventure""}]"
70426200,134786937,25.5395,159,8.55,Movie 618,"[{""id"": 28, ""name"": ""Action""}]"
109352980,322494709,70.0739,139,7.71,Movie 619,"[{""id"": 12, ""name"": ""Adventure""}]"
11198499,10226864,37.0472,110,4.95,Movie 620,"[{""id"": 27, ""name"": ""Horror""}]"
38342772,86295389,57.0553,152,7.9,Movie 621,"[{""id"": 28, ""name"": ""Action""}]"
